 th 0.0151842923955
the 0.0120835651153
he  0.0113933700064
ed  0.0066238127614
ing 0.00621175597997
er  0.00612934462369
ng  0.00597482333065
nd  0.00589241197437
 an 0.00544945093434
 to 0.00536703957805
and 0.00502709273338
to  0.00481076292313
 in 0.00466654304963
 a  0.00462533737149
 of 0.0045120217566
in  0.00441930898078
on  0.00435750046356
es  0.00402785503842
of  0.003904238004
e t 0.00360549683746
n t 0.00339946844675
at  0.00328615283186
re  0.00316253579743
st  0.00313163153883
ter 0.00301831592393
or  0.0030080145044
s a 0.00298741166533
is  0.00294620598719
 fo 0.00292560314811
 ‚Ä 0.00288439746997
d t 0.00280198611369
for 0.00279168469415
s t 0.00272987617694
en  0.00269897191833
 wi 0.00268867049879
an  0.00267836907926
 be 0.00265776624019
 re 0.00260625914251
e s 0.00258565630344
as  0.0025444506253
 co 0.0025444506253
th  0.00252384778622
e a 0.00246203926901
t t 0.00241053217133
ion 0.00241053217133
 on 0.00234872365412
le  0.00231781939551
hat 0.00230751797598
ly  0.00229721655644
her 0.00222510661969
ent 0.00220450378062
 ha 0.00220450378062
ts  0.00215299668294
ers 0.00214269526341
ut  0.00210148958526
tha 0.00208088674619
 wh 0.00208088674619
ith 0.00206028390712
ve  0.00204998248759
all 0.00200877680944
wit 0.00197787255084
e o 0.0019675711313
nt  0.0019366668727
al  0.00192636545316
 st 0.00192636545316
rs  0.00191606403362
me  0.00189546119455
ll  0.00189546119455
 Th 0.00185425551641
ver 0.00183365267734
n a 0.00183365267734
 se 0.00180274841873
his 0.0017924469992
tio 0.00178214557966
ay  0.00177184416013
ove 0.00173063848198
r t 0.00165852854523
se  0.0016482271257
ce  0.0016482271257
 he 0.0016482271257
d a 0.00163792570616
 wa 0.00163792570616
 hi 0.00163792570616
 ma 0.00162762428663
ati 0.00161732286709
s o 0.00157611718895
 ca 0.00155551434988
 it 0.00154521293034
The 0.00153491151081
ne  0.0015040072522
e f 0.0015040072522
ch  0.0015040072522
ere 0.00148340441313
e i 0.00146280157406
e p 0.00145250015452
 mo 0.00144219873499
one 0.00143189731545
ain 0.00142159589591
 pa 0.00142159589591
 fi 0.00142159589591
res 0.00141129447638
thi 0.00140099305684
it  0.00139069163731
f t 0.00138039021777
e w 0.00138039021777
pla 0.00137008879824
s s 0.0013597873787
 sa 0.0013597873787
 no 0.0013597873787
ns  0.00134948595917
ive 0.00134948595917
 is 0.00134948595917
‚Äù 0.00132888312009
‚Äú 0.00132888312009
Äù  0.00132888312009
t o 0.00132888312009
 s  0.00132888312009
 pl 0.00132888312009
om  0.00131858170056
out 0.00130828028102
e b 0.00128767744195
 de 0.00128767744195
id  0.00127737602242
 li 0.00127737602242
 fr 0.00126707460288
art 0.00125677318334
ame 0.00125677318334
 as 0.00124647176381
ate 0.00123617034427
our 0.00122586892474
con 0.00122586892474
t a 0.0012155675052
int 0.0012155675052
t s 0.00120526608567
s i 0.00120526608567
ld  0.00120526608567
g t 0.00119496466613
 pr 0.00119496466613
et  0.0011846632466
 we 0.0011846632466
sta 0.00117436182706
est 0.00117436182706
tin 0.00116406040752
eve 0.00116406040752
und 0.00115375898799
ted 0.00115375898799
rom 0.00115375898799
ad  0.00115375898799
e c 0.00114345756845
 so 0.00114345756845
you 0.00112285472938
are 0.00112285472938
s w 0.00111255330985
ran 0.00111255330985
com 0.00110225189031
 yo 0.00110225189031
t i 0.00109195047077
r a 0.00109195047077
e h 0.00109195047077
ore 0.0010713476317
 go 0.0010713476317
‚Äô 0.00106104621217
rea 0.00106104621217
t w 0.00105074479263
per 0.00105074479263
 do 0.00105074479263
 al 0.00105074479263
te  0.00103014195356
s f 0.00103014195356
ill 0.00103014195356
ear 0.00103014195356
der 0.00103014195356
 le 0.00101984053403
y a 0.00100953911449
ry  0.00100953911449
e r 0.00100953911449
 po 0.00100953911449
ard 0.000999237694954
d i 0.000978634855883
ack 0.000978634855883
ven 0.000968333436348
nce 0.000968333436348
 mi 0.000968333436348
ree 0.000958032016812
rd  0.000958032016812
ome 0.000958032016812
d b 0.000958032016812
 at 0.000958032016812
e m 0.000947730597276
 ar 0.000947730597276
ons 0.000937429177741
o t 0.000937429177741
nte 0.000937429177741
lay 0.000937429177741
ess 0.000937429177741
e d 0.000937429177741
 te 0.000937429177741
