ie  0.0118549817195
die 0.0089920697338
 di 0.00715391183242
an  0.00671016047464
ing 0.00653501762375
en  0.00571487754315
van 0.00479453554305
 va 0.00478527318075
ng  0.00449056165281
de  0.0043036303408
te  0.00415627457684
nde 0.00405775672321
 en 0.00391797925568
se  0.0038455644231
stu 0.00368557816508
n d 0.00362074162893
er  0.00358874437733
aar 0.0034969627872
 in 0.00327803422359
 be 0.00298584879446
ste 0.00298332269565
ver 0.00288733094084
tud 0.00285112352455
ers 0.00285112352455
der 0.00283933506343
ent 0.00280144358127
aan 0.00275765786855
e v 0.00269366336534
eur 0.0023829532116
oor 0.00235095595999
 st 0.00232653700482
is  0.00232569497188
in  0.0023147485437
le  0.00224822794168
 St 0.0022372815135
tel 0.00221538865714
ord 0.00219602189959
 ge 0.00215560431862
 10 0.00213455349519
ens 0.00211266063883
ke  0.00210171421065
ngs 0.00209918811184
nte 0.00207140102492
ies 0.00200909058759
at  0.00200656448878
 Be 0.00199056586297
ar  0.00198803976416
e s 0.00196698894074
den 0.00196530487487
et  0.00196446284193
 ‚Ä 0.00195941064431
 vi 0.00194762218319
sie 0.00194593811732
ir  0.00193835982088
e e 0.00191983509627
eke 0.00188194361411
vir 0.00184826229663
 aa 0.00184321009901
e b 0.00182384334146
est 0.0018019504851
ese 0.0017952142216
 1  0.00179100405691
ter 0.00178089966167
of  0.00174132411363
ude 0.00173542988308
 ve 0.00173542988308
rd  0.00173037768545
ond 0.00170764279616
‚Äô 0.00170680076322
ôn  0.00169080213742
Äôn 0.00169080213742
nie 0.00165964691875
ell 0.00165459472113
rde 0.00165291065525
ite 0.00164112219414
es  0.00162091340365
 12 0.00161249307428
ist 0.00160575681078
ur  0.00160491477785
eer 0.00159986258022
it  0.00159060021792
 vo 0.00158049582267
rsi 0.00157712769093
gra 0.0015560768675
wor 0.00153671010995
 wo 0.00151565928653
eni 0.0014946084631
and 0.0014946084631
urs 0.00147692577143
Ste 0.00146429527737
ans 0.00144745461863
 2  0.00142219363053
 11 0.00142050956465
 Te 0.00141629939997
 20 0.00140451093885
 87 0.00139609060948
 Di 0.00139103841186
1 1 0.00138093401661
esi 0.0013784079178
erk 0.00136156725906
tei 0.00135988319319
 wa 0.00135483099557
 te 0.00134304253445
r d 0.0013396744027
eit 0.00132872797452
ten 0.00131946561222
end 0.00131946561222
jaa 0.00131609748047
ele 0.00131272934872
ede 0.0013076771511
 to 0.0013076771511
asi 0.00128831039355
 Pr 0.00127399583362
lik 0.00126641753719
or  0.00126136533957
20  0.00124957687845
udi 0.00124536671376
raa 0.00124284061495
tie 0.00122010572566
g v 0.00122010572566
nge 0.00121673759391
ere 0.00121252742922
lle 0.00120663319866
nsk 0.00119989693517
nt  0.00119231863874
ska 0.00118053017762
00  0.00117884611174
e a 0.00116621561769
ll  0.00116537358475
ek  0.00116284748594
erd 0.00116032138713
e B 0.00115611122245
e o 0.00113927056371
gel 0.00113421836609
eid 0.00112916616846
3 1 0.00112664006965
e t 0.00111990380616
al  0.0011140095756
4 1 0.00111316754266
und 0.00110390518036
ete 0.00109632688392
voo 0.00108959062043
kun 0.00108622248868
sit 0.0010845384228
pro 0.00108201232399
lin 0.00107780215931
uit 0.00107696012637
e 1 0.00107443402756
 is 0.00107359199462
tin 0.00107274996169
aad 0.00107190792875
e i 0.00106348759938
el  0.00106264556644
toe 0.00105843540176
sis 0.00105085710533
71  0.00105085710533
t d 0.00104917303945
ken 0.00104917303945
uur 0.00104243677596
13  0.00104159474302
 de 0.00103822661127
iek 0.0010298062819
kap 0.00102896424897
eli 0.00102391205134
 3  0.00102138595253
re  0.00101801782079
str 0.00101549172197
aal 0.00101128155729
 In 0.00100622935967
 me 0.00100538732673
men 0.00100370326086
tuu 0.00100117716205
oek 0.000999493096172
bes 0.000996124964424
ika 0.000992756832676
e d 0.000991072766802
e S 0.000988546667991
 mo 0.000987704635055
eri 0.000980968371559
 Ge 0.000980126338622
gie 0.000973390075126
nin 0.000969179910441
 of 0.000968337877504
ge  0.000964969745757
gen 0.00096412771282
 36 0.000963285679883
son 0.000952339251702
Die 0.000950655185828
r v 0.000949813152891
wat 0.000948971119954
ogi 0.00094728705408
12  0.000942234856459
e w 0.000938866724711
n v 0.000932972494152
ns  0.00092792029653
s v 0.000926236230656
 ja 0.000923710131846
 Ho 0.000918657934224
e g 0.000911921670728
 on 0.000910237604854
 Na 0.000903501341358
 op 0.000901817275485
om  0.000899291176674
sta 0.000895081011989
n s 0.000888344748493
ien 0.000886660682619
dat 0.000880766452061
rs  0.000879082386187
 pr 0.000874030188565
ive 0.00086982002388
Uni 0.00086982002388
 Un 0.000868977990943
ors 0.000868135958006
vor 0.000867293925069
0 1 0.000864767826258
olo 0.000862241727447
30  0.000862241727447
een 0.000860557661573
log 0.000852137332204
Bes 0.000852137332204
 ni 0.000847085134582
sin 0.000845401068708
ige 0.000844559035771
nd  0.000843717002834
 Se 0.000842874969897
e k 0.000841190904023
rin 0.000840348871086
eme 0.000836980739339
ekt 0.000836138706402
ege 0.000835296673465
e p 0.00083108650878
min 0.000829402442906
as  0.000826034311158
ndi 0.000825192278221
ier 0.000823508212347
613 0.000823508212347
361 0.00082266617941
rst 0.000820140080599
niv 0.000819298047662
e m 0.000816771948852
 We 0.000816771948852
 5  0.000805825520671
 da 0.000800773323049
id  0.000799931290112
gs  0.000799089257175
tor 0.000793195026617
10  0.000793195026617
ati 0.000791510960743
op  0.000783090631373
eld 0.000783090631373
ike 0.000773828269067
t v 0.000772144203193
wer 0.000771302170256
skr 0.000771302170256
esk 0.000770460137319
met 0.000769618104382
Tes 0.000768776071445
 15 0.000768776071445
tra 0.00076456590676
 6  0.000762039807949
e U 0.000759513709138
mie 0.000757829643264
 4  0.000754461511516
ewe 0.00075361947858
ale 0.000752777445643
 30 0.000751935412706
gis 0.000751093379769
hei 0.000749409313895
0 T 0.00074519914921
tee 0.000739304918651
 om 0.000731726622219
dse 0.000729200523408
Pro 0.000726674424597
aat 0.000724990358723
 oo 0.000724990358723
15  0.000723306292849
soe 0.000719938161101
 16 0.000719938161101
dig 0.000711517831732
ard 0.000710675798795
s e 0.000707307667047
 se 0.000704781568236
ges 0.000703097502362
rof 0.00069804530474
del 0.00069804530474
rek 0.000693835140055
nso 0.000693835140055
n a 0.000692993107118
win 0.000689624975371
50  0.000688782942434
200 0.000687940909497
kst 0.00067867854719
 na 0.00067867854719
e 2 0.000677836514253
epa 0.000675310415442
vol 0.000673626349568
sse 0.000672784316631
871 0.000672784316631
n o 0.000668574151947
120 0.00065931178964
ate 0.000658469756703
um  0.000657627723766
eks 0.000655101624955
len 0.000653417559081
egi 0.000653417559081
nis 0.000652575526144
kan 0.000650049427333
omi 0.000648365361459
kom 0.000646681295586
e W 0.000645839262649
 Re 0.000643313163838
ins 0.00063994503209
wet 0.000636576900342
kto 0.000634892834468
nst 0.000633208768594
sti 0.00063152470272
ad  0.00063152470272
n b 0.000630682669783
 Me 0.000629840636846
erw 0.000625630472162
ee  0.000624788439225
2 1 0.000624788439225
kke 0.000623946406288
ang 0.000623104373351
 re 0.000623104373351
n i 0.000622262340414
lan 0.000622262340414
 Le 0.000622262340414
bet 0.00062057827454
taa 0.000619736241603
wee 0.000618894208666
e j 0.000617210142792
n ‚ 0.000615526076918
per 0.000614684043981
sel 0.000613842011044
oet 0.000612999978107
ads 0.000605421681675
16  0.000605421681675
 17 0.000605421681675
we  0.000603737615801
emi 0.000602895582864
rdi 0.000602053549927
eso 0.000602053549927
 ka 0.00060121151699
d v 0.000598685418179
100 0.000596159319368
edi 0.000595317286431
 he 0.000595317286431
rse 0.000594475253494
e A 0.000594475253494
 50 0.000594475253494
kry 0.000591949154683
1 2 0.000591949154683
ber 0.000589423055872
eel 0.000586896957061
ogr 0.00058437085825
ik  0.000580160693566
